1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Ready?,name,Train Type,,Speed,,,Track Compatibility,,,,,,,Track Geometry,,,,,,,,Station Geometry,,,,,Train Consists,,,Car Specs,,,,Capacity,,Financials,,,,,,,UI Info,,Train Categories,,,,,,,,,
Ready,name,trainType,MainTrack,maxSpeed,maxAcceleration,maxDeceleration,Automation,Electrification,Voltage,TrackGauge,LoadingGauge,CompatibleTracks,ExtraTracks,maxLateralAcceleration,canCrossRoads,maxSlopePercentage,minTurnRadius,TrainGapFillerLength,StationGapFillerLength,parallelTrackSpacing,trackClearance,minStationTurnRadius,stopTimeSeconds,minStationLength,maxStationLength,maxSpeedLocalStation,minCars,maxCars,carsPerCarSet,capacityPerCar,carLength,trainWidth,carCost,MinCapacity,MaxCapacity,baseTrackCost,baseStationCost,scissorsCrossoverCost,Old,trainOperationalCostPerHour,carOperationalCostPerHour,Multipliers,desc,color,Manufacturer,Cities,Nation,Cont,Generic,Cities2,Nation2,Author,mainTrackID,trainType2
TRUE,SC-SL4,Diesel Commuter,Diesel (GoA1 | NON | AAR),44.7,0.69,1.30,"GoA1, GoA0",none,None,Standard,"U.S. Passenger Standard, DC Metro","std_cdc-1_tra_aar, std_cdc-1_tru_dc, std_non-1_non_aar, std_non-0_non_aar, std_mdc-1_tra_dc, std_iac-1_cat_aar, std_iac-0_cat_aar, std_pac-1_cat_aar, std_pac-0_cat_aar, std_nhac-1_cat_aar, std_nhac-0_cat_aar, std_hv-1_cat_aar, std_hv-0_cat_aar, std_mdc-1_tra_aar, std_cdc-1_tru_aar, std_ceac-1_cat_aar, std_ceac-0_cat_aar, std_sv-1_trs_aar, std_sv-0_trs_aar",,0.75,TRUE,1.0,150,0.00,0.00,2.52,1.21,3400,90,220,300,15.0,2,8,1,145,25.91,3.05,1750000,290,1160,37500,63750000,7500000,FALSE,800,80.0,3.55|1.58|0.79|0.30|0.82,"The Siemens Charger is a family of diesel locomotives that first entered service in 2017. This specific trainset carries passengers with Bombardier Shoreliner IVs, as used by MNCR.",#002160,Siemens,NYC,US,North America,FALSE,New York City,United States of America,DanielD1909,std_non-1_non_aar,Diesel Commuter
TRUE,MPX-VRE,Diesel Commuter,Diesel (GoA1 | NON | AAR),31.3,0.61,1.00,"GoA1, GoA0",none,None,Standard,U.S. Passenger Standard,"std_cdc-1_tra_aar, std_non-1_non_aar, std_non-0_non_aar, std_iac-1_cat_aar, std_iac-0_cat_aar, std_pac-1_cat_aar, std_pac-0_cat_aar, std_nhac-1_cat_aar, std_nhac-0_cat_aar, std_hv-1_cat_aar, std_hv-0_cat_aar, std_mdc-1_tra_aar, std_cdc-1_tru_aar, std_ceac-1_cat_aar, std_ceac-0_cat_aar, std_sv-1_trs_aar, std_sv-0_trs_aar",,0.75,TRUE,1.0,150,0.00,0.00,2.52,1.21,3400,90,220,240,15.0,2,8,1,200,25.91,2.99,1750000,400,1600,37500,63750000,7500000,FALSE,800,80.0,3.55|1.58|0.79|0.30|0.82,The MPI MPXpress is a line of diesel locomotives that first entered service in 2003. This specific trainset carries passengers with the Virginia Rail Express's nameless cars from Sumitomo/Nippon Sharyo. Cost is an estimate.,#EE3E42,"MPI,Nippon Sharyo,Sumitomo",DC,US,North America,FALSE,Washington D.C.,United States of America,DanielD1909,std_non-1_non_aar,Diesel Commuter
TRUE,BR Class 345,Commuter,AC 25-Grid (GoA1 | CAT | MW),40.3,1.00,1.10,"GoA1, GoA0",catenary,International AC,Standard,"Barcelona Metro, Metro Wide, RER Narrow","std_iac-1_cat_mw, std_iac-0_cat_mw, std_iac-0_cat_rer, std_iac-1_cat_rer",,0.80,TRUE,2.0,125,0.00,0.00,2.27,1.08,2600,90,220,225,15.0,9,9,9,166,22.75,2.77,2252176,1494,1494,42500,63750000,12750000,FALSE,600,60.0,3.70|1.64|0.82|0.30|0.79,The Alstom Aventra is a family of EMUs in service in the UK since 2015. This model is the EMU labeled Class 345 as used on the Elizabeth Line.,#11A6C8,Alstom,LDN,UK,Europe,FALSE,London,United Kingdom,DanielD1909,std_iac-1_cat_mw,Commuter
TRUE,BR Class 701,Commuter,AC 25-Grid (GoA1 | CAT | MW),40.2,0.96,0.90,"GoA1, GoA0",catenary,International AC,Standard,"Barcelona Metro, Metro Wide, RER Narrow","std_iac-1_cat_mw, std_iac-0_cat_mw, std_iac-0_cat_rer, std_iac-1_cat_rer",,0.80,TRUE,2.0,100,0.00,0.00,2.27,1.08,2200,90,220,225,15.0,5,10,5,130,20.80,2.77,1572244,650,1300,42500,63750000,12750000,FALSE,600,60.0,3.70|1.64|0.82|0.30|0.79,The Alstom Aventra is a family of EMUs in service in the UK since 2015. This model is the EMU labeled Class 701 as used by South Western.,#FF2128,Alstom,LDN,UK,Europe,FALSE,London,United Kingdom,DanielD1909,std_iac-1_cat_mw,Commuter
TRUE,BR Class 707,Commuter,DC 600V (GoA1 | TRA | MW),44.4,0.85,1.10,"GoA1, GoA0",tr-above,Classical DC,Standard,"Metro Wide, RER Narrow","std_cdc-1_tra_rer, std_cdc-1_tra_mw, std_cdc-0_tra_mw",,0.80,TRUE,2.0,100,0.00,0.00,2.27,1.08,2100,90,220,225,15.0,5,10,5,145,20.30,2.80,790514,725,1450,50000,63750000,15000000,FALSE,600,60.0,4.35|1.93|0.97|0.30|0.79,The Siemens Desiro City is a family of EMUs in service in the UK since 2016. This model is the EMU labeled Class 707 as used by Southeastern.,#003251,Siemens,LDN,UK,Europe,FALSE,London,United Kingdom,DanielD1909,std_cdc-1_tra_mw,Commuter
TRUE,BART D/E,Metro,San_Francisco DC 1.0kV (GoA2 | TRA | LIRR),31.3,1.34,1.34,"GoA2, GoA1",tr-above,BART DC,San_Francisco,LIRR / Metro North,"sf_bart-2_tra_lirr, sf_bart-1_tra_lirr",,1.00,FALSE,5.5,100,0.00,0.00,2.72,1.31,2300,35,220,250,14.0,2,10,2,210,21.34,3.20,2185366,420,2100,55000,75000000,15000000,FALSE,475,47.5,5.04|2.24|1.12|0.30|0.85,"The Fleet of the Future, classified as D and E series, is an electric EMU built by Bombardier/Alstom as a custom order for BART. They entered service in 2018. I genuinely could not find capacity numbers so I guesstimated.",#0099D8,Bombardier,SF,US,North America,FALSE,San Francisco,United States of America,DanielD1909,sf_bart-2_tra_lirr,Metro
TRUE,SC-BBLC,Diesel Commuter,Diesel (GoA1 | NON | AAR),55.9,0.69,1.30,"GoA1, GoA0",none,None,Standard,U.S. Passenger Standard,"std_cdc-1_tra_aar, std_non-1_non_aar, std_non-0_non_aar, std_iac-1_cat_aar, std_iac-0_cat_aar, std_pac-1_cat_aar, std_pac-0_cat_aar, std_nhac-1_cat_aar, std_nhac-0_cat_aar, std_hv-1_cat_aar, std_hv-0_cat_aar, std_mdc-1_tra_aar, std_cdc-1_tru_aar, std_ceac-1_cat_aar, std_ceac-0_cat_aar, std_sv-1_trs_aar, std_sv-0_trs_aar",,0.75,TRUE,1.0,150,0.00,0.00,2.52,1.21,3400,90,220,300,15.0,2,8,1,170,25.91,3.00,4485000,340,1360,37500,63750000,7500000,FALSE,800,80.0,3.55|1.58|0.79|0.30|0.82,"The Siemens Charger is a family of diesel locomotives that first entered service in 2017. This specific trainset carries passengers with Bombardier BiLevel Coach (aka Adessia Coach) cars, as used by SF's ACE.",#A89A8F,Siemens,"Generic, SF","Generic, US","Generic, North America",TRUE,"Generic, San Francisco","Generic, United States of America",DanielD1909,std_non-1_non_aar,Diesel Commuter
TRUE,KISS,Commuter,AC 25-Grid (GoA1 | CAT | AAR),55.9,0.95,1.10,"GoA1, GoA0",catenary,"Soviet UHV DC, International AC, Central European AC","Standard, Soviet, Iberian","REM, U.S. Passenger Standard","std_iac-1_cat_aar, std_iac-0_cat_aar, std_ceac-1_cat_aar, std_ceac-0_cat_aar",,0.80,TRUE,2.0,150,0.05,0.00,2.52,1.21,1600,90,220,220,15.0,3,8,1,228,25.00,2.95,3319612,684,1824,42500,63750000,12750000,FALSE,600,60.0,4.02|1.79|0.89|0.30|0.82,The Stadler KISS is a family of bilevel EMU commuter rail vehicles in service since 2011 across the world. Stats vary so this is an average.,#E31837,Stadler,SF,US,North America,FALSE,San Francisco,United States of America,DanielD1909,std_iac-1_cat_aar,Commuter
TRUE,MBTA Commuter Rail,Diesel Commuter,Diesel (GoA1 | NON | AAR),38.9,0.50,0.50,"GoA1, GoA0",none,None,Standard,U.S. Passenger Standard,"std_cdc-1_tra_aar, std_non-1_non_aar, std_non-0_non_aar, std_iac-1_cat_aar, std_iac-0_cat_aar, std_pac-1_cat_aar, std_pac-0_cat_aar, std_nhac-1_cat_aar, std_nhac-0_cat_aar, std_hv-1_cat_aar, std_hv-0_cat_aar, std_mdc-1_tra_aar, std_cdc-1_tru_aar, std_ceac-1_cat_aar, std_ceac-0_cat_aar, std_sv-1_trs_aar, std_sv-0_trs_aar",,0.75,TRUE,1.0,150,0.00,0.00,2.52,1.21,3400,90,220,225,15.0,4,8,1,179,26.01,3.00,2500000,716,1432,37500,63750000,7500000,FALSE,800,80.0,3.55|1.58|0.79|0.30|0.82,Honestly I cannot come up with a good summary of these things so just know its whatever Boston uses for their rail. Acceleration is guesstimated. Cost is an estimate.,#81286B,"MPI,Hyundai",BOS,US,North America,FALSE,Boston,United States of America,DanielD1909,std_non-1_non_aar,Diesel Commuter
TRUE,AnsaldoBreda DM Generic,Metro,DC 750V (GoA4 | TRU | AAR),29.2,1.30,1.30,GoA4,"tr-under, tr-above, catenary","Modern DC, High Voltage DC",Standard,"RER Narrow, London S Stock","std_hv-4_cat_rer, std_hv-4_tru_rer, std_mdc-4_cat_rer, std_hv-4_cat_lss, std_mdc-4_tru_ms, std_hv-4_tru_ms, std_hv-4_cat_ms, std_mdc-4_tru_ms, std_hv-4_tru_ms, std_hv-4_cat_ms, std_mdc-4_tra_dc, std_hv-4_cat_aar, std_mdc-4_tra_aar, std_mdc-4_tru_aar, std_mdc-4_cat_aar, std_hv-4_cat_rer, std_hv-4_tru_rer, std_mdc-4_cat_rer, std_hv-4_cat_lss, std_hv-4_cat_bm, std_hv-4_tru_bm, std_mdc-4_tru_aar","std_mdc-4_tru_ms, std_hv-4_tru_ms, std_hv-4_cat_ms, std_mdc-4_tru_ms, std_hv-4_tru_ms, std_hv-4_cat_ms, std_mdc-4_tra_dc, std_hv-4_cat_aar, std_mdc-4_tra_aar, std_mdc-4_tru_aar, std_mdc-4_cat_aar, std_hv-4_cat_rer, std_hv-4_tru_rer, std_mdc-4_cat_rer, std_hv-4_cat_lss, std_hv-4_cat_bm, std_hv-4_tru_bm",1.00,FALSE,5.5,75,0.00,0.00,2.52,1.21,1700,32,220,240,18.0,2,11,1,233,18.23,2.85,1780788,466,2563,56925,82500000,18750000,FALSE,400,40.0,4.68|2.08|1.04|0.30|0.82,The Hitachi Rail Italy Driverless Metro (formerly AnsaldoBreda) is a fully autonomous EMU family used across the globe. This is a generic model designed to allow a wider variety of cars with one model.,#D01C10,"AnsaldoBreda,Hitachi",Generic,Generic,Generic,TRUE,Generic,Generic,DanielD1909,std_mdc-4_tru_aar,Automated Metro
TRUE,MI 79/84 (PAR),S-Bahn,AC 25-Grid (GoA1 | CAT | RER),38.9,1.00,1.10,"GoA1, GoA0",catenary,"High Voltage DC, International AC",Standard,"Metro Wide, RER Narrow","std_iac-1_cat_mw, std_iac-0_cat_mw, std_hv-0_cat_rer, std_iac-0_cat_rer, std_hv-1_cat_rer, std_iac-1_cat_rer",,1.20,TRUE,4.0,150,0.00,0.00,2.32,1.11,3400,54,220,240,13.0,4,8,4,211,26.00,2.80,2500000,843,1686,42500,63750000,12750000,FALSE,550,55.0,3.76|1.67|0.84|0.30|0.79,The MI 79/84 is an EMU built by Alstom and SFB that has been in service on the French RER's Line B since 1981. Cost is an estimate.,#5291CE,"Alstom, SFB",PAR,FR,Western Europe,FALSE,Paris,France,DanielD1909,std_iac-1_cat_rer,S-Bahn
TRUE,MI 20 (PAR),S-Bahn,AC 25-Grid (GoA1 | CAT | RER),33.3,1.00,1.10,"GoA1, GoA0",catenary,"High Voltage DC, International AC",Standard,"Metro Wide, RER Narrow","std_iac-1_cat_mw, std_iac-0_cat_mw, std_hv-0_cat_rer, std_iac-0_cat_rer, std_hv-1_cat_rer, std_iac-1_cat_rer",,1.20,TRUE,4.0,50,0.00,0.00,2.32,1.11,1100,54,220,240,13.0,7,14,7,153,14.86,2.80,2760930,1071,2142,42500,63750000,12750000,FALSE,550,55.0,3.76|1.67|0.84|0.30|0.79,The MI 20 is a mixed single-double decker EMU built by Alstom/Bombardier and CAF that will enter service on the French RER's line B in 2029. Width and acceleration taken from previous models due to lack of info.,#4072A0,"Bombardier,CAF",PAR,FR,Western Europe,FALSE,Paris,France,DanielD1909,std_iac-1_cat_rer,S-Bahn
TRUE,Z 8800,S-Bahn,AC 25-Grid (GoA1 | CAT | RER),38.9,1.00,0.85,"GoA1, GoA0",catenary,"High Voltage DC, International AC",Standard,"RER Narrow, London S Stock","std_hv-0_cat_rer, std_iac-0_cat_rer, std_hv-1_cat_rer, std_iac-1_cat_rer",,1.20,TRUE,4.0,150,0.00,0.00,2.32,1.11,3100,54,220,240,13.0,4,8,4,227,24.69,2.85,2500000,908,1816,42500,63750000,12750000,TRUE,770,77.0,3.76|1.67|0.84|0.30|0.79,"The Z 8800 is a commuter rail double-decker EMU built by CIMT, ANF, and TCO that operates on Transilien's C, U, and V lines. It entered service in 1985, and was renevated from 2010-2017. Acceleration is a guesstimate. Cost is an estimate.",#B90845,"CIMT,TCO,ANF",PAR,FR,Western Europe,FALSE,Paris,France,DanielD1909,std_iac-1_cat_rer,S-Bahn
TRUE,Z 20500,S-Bahn,AC 25-Grid (GoA1 | CAT | RER),38.9,1.00,0.85,"GoA1, GoA0",catenary,"High Voltage DC, International AC",Standard,"RER Narrow, London S Stock","std_hv-0_cat_rer, std_iac-0_cat_rer, std_hv-1_cat_rer, std_iac-1_cat_rer",,1.20,TRUE,4.0,150,0.00,0.00,2.32,1.11,3100,54,220,240,13.0,4,8,4,260,24.69,2.85,2500000,1040,2080,42500,63750000,12750000,TRUE,770,77.0,3.76|1.67|0.84|0.30|0.79,"The Z 20500 is a commuter rail double-decker EMU built by CIMT, ANF, and Alstom that operates on Transilien's C, P, and V lines. It entered service in 1988, and has been refurbrished at various points since 2007. Capacity is an estimate. Cost is an estimate.",#C49D00,"CIMT,ANF,Alstom",PAR,FR,Western Europe,FALSE,Paris,France,DanielD1909,std_iac-1_cat_rer,S-Bahn
TRUE,Z 20900,S-Bahn,AC 25-Grid (GoA1 | CAT | RER),38.9,1.00,0.95,"GoA1, GoA0",catenary,"High Voltage DC, International AC",Standard,"Metro Wide, RER Narrow, London S Stock","std_iac-1_cat_mw, std_iac-0_cat_mw, std_hv-0_cat_rer, std_iac-0_cat_rer, std_hv-1_cat_rer, std_iac-1_cat_rer",,1.20,TRUE,4.0,150,0.00,0.00,2.32,1.11,3400,54,220,240,13.0,4,8,4,270,25.88,2.82,3000000,1080,2160,42500,63750000,12750000,FALSE,550,55.0,3.76|1.67|0.84|0.30|0.79,"The Z 20900 is a commuter rail double-decker EMU built by Alstom/Bombardier that operates on Transilien's C and V lines. It entered service in 2001, and was renovated from 2019-2023. Capacity is an estimate. Cost is an estimate.",#9F9825,Bombardier,PAR,FR,Western Europe,FALSE,Paris,France,DanielD1909,std_iac-1_cat_rer,S-Bahn
TRUE,Prima-VB2N,Commuter,AC 25-Grid (GoA1 | CAT | AAR),38.9,0.50,0.67,"GoA1, GoA0",catenary,"High Voltage DC, International AC",Standard,"RER Narrow, London S Stock","std_hv-0_cat_rer, std_iac-0_cat_rer, std_hv-1_cat_rer, std_iac-1_cat_rer, std_iac-1_cat_aar",,0.80,TRUE,2.0,125,0.00,0.00,2.52,1.21,3100,90,220,240,15.0,4,8,1,250,24.78,2.85,3000000,1000,2000,42500,63750000,12750000,FALSE,600,60.0,4.02|1.79|0.89|0.30|0.82,The BB 27300 is an electric passenger locomotive built by Alstom as a derivative of 27000 Prima Family that entered service in 2006. This trainset carries passengers with VB 2N double-decker cars. It is currently being used on Transilien's Line J. Acceleration is an estimate. Cost is an estimate,#D5C900,Alstom,PAR,FR,Western Europe,FALSE,Paris,France,DanielD1909,std_iac-1_cat_aar,Commuter
TRUE,DBAG 490 (HAM),S-Bahn,DC 1.2kV (GoA1 | TRS | AAR),38.9,1.00,1.00,"GoA1, GoA0","tr-side, catenary, tr-under+catenary","Spanish Voltage, Central European AC",Standard,U.S. Passenger Standard,"std_ceac-1_cat_aar, std_ceac-0_cat_aar, std_sv-1_trs_aar, std_sv-0_trs_aar",,1.20,TRUE,4.0,100,0.00,0.00,2.52,1.21,2400,54,220,225,13.0,3,9,3,150,22.00,3.01,2050414,450,1350,50500,63750000,15150000,FALSE,550,55.0,4.78|2.12|1.06|0.30|0.82,The Class 490 is an S-Bahn EMU built by Bombardier for the Hamburg S-Bahn that entered service in 2018. ,#54216E,Bombardier,HAM,DE,Central Europe,FALSE,Hamburg,Germany,DanielD1909,std_sv-1_trs_aar,S-Bahn
TRUE,Coradia LINT 54,Diesel Commuter,Diesel (GoA1 | NON | AAR),38.9,0.60,1.10,"GoA1, GoA0",none,None,Standard,"U.S. Passenger Standard, DC Metro, UIC / ERA Standard","std_cdc-1_tra_aar, std_cdc-1_tru_dc, std_non-1_non_aar, std_non-0_non_aar, std_mdc-1_tra_dc, std_iac-1_cat_aar, std_iac-0_cat_aar, std_pac-1_cat_aar, std_pac-0_cat_aar, std_nhac-1_cat_aar, std_nhac-0_cat_aar, std_hv-1_cat_aar, std_hv-0_cat_aar, std_mdc-1_tra_aar, std_cdc-1_tru_aar, std_mdc-1_tru_uic, std_mdc-0_tru_uic, std_iac-1_cat_uic, std_iac-0_cat_uic, std_ceac-1_cat_aar, std_ceac-0_cat_aar, std_sv-1_trs_aar, std_sv-0_trs_aar",,0.75,TRUE,1.0,150,0.05,0.00,2.52,1.21,1700,90,220,220,15.0,2,8,2,180,26.14,3.03,2508151,360,1440,37500,63750000,7500000,FALSE,800,80.0,3.55|1.58|0.79|0.30|0.82,The Coradia LINT is a series of Diesel (and some Hydrogen) MUs built by Alstom since 1993 that are in usage across the world. The number roughly corresponds to vehicle length. Hydrogen LINTs are called iLINT. iLINT Cost is adjusted down by 2 million for balance.,#E4000F,Alstom,"BER, HAM","DE, DE","Central Europe, Central Europe",FALSE,"Berlin, Hamburg","Germany, Germany",DanielD1909,std_non-1_non_aar,Diesel Commuter
TRUE,Coradia iLINT 54,Hydrogen Commuter,Diesel (GoA1 | NON | AAR),38.9,0.60,1.10,"GoA1, GoA0",none,None,Standard,"U.S. Passenger Standard, DC Metro, UIC / ERA Standard","std_cdc-1_tra_aar, std_cdc-1_tru_dc, std_non-1_non_aar, std_non-0_non_aar, std_mdc-1_tra_dc, std_iac-1_cat_aar, std_iac-0_cat_aar, std_pac-1_cat_aar, std_pac-0_cat_aar, std_nhac-1_cat_aar, std_nhac-0_cat_aar, std_hv-1_cat_aar, std_hv-0_cat_aar, std_mdc-1_tra_aar, std_cdc-1_tru_aar, std_mdc-1_tru_uic, std_mdc-0_tru_uic, std_iac-1_cat_uic, std_iac-0_cat_uic, std_ceac-1_cat_aar, std_ceac-0_cat_aar, std_sv-1_trs_aar, std_sv-0_trs_aar",,0.75,TRUE,1.5,150,0.05,0.00,2.52,1.21,1700,90,220,220,15.0,2,8,2,180,26.14,3.03,5524454,360,1440,37500,63750000,7500000,FALSE,850,85.0,3.55|1.58|0.79|0.30|0.82,The Coradia LINT is a series of Diesel (and some Hydrogen) MUs built by Alstom since 1993 that are in usage across the world. The number roughly corresponds to vehicle length. Hydrogen LINTs are called iLINT. iLINT Cost is adjusted down by 2 million for balance.,#E41B47,Alstom,Generic,Generic,Generic,FALSE,Generic,Generic,DanielD1909,std_non-1_non_aar,Hydrogen Commuter
TRUE,BR Class 745,Commuter,AC 25-Grid (GoA1 | CAT | MW),44.4,0.90,0.90,"GoA1, GoA0",catenary,International AC,Standard,"Barcelona Metro, Metro Wide, RER Narrow","std_iac-1_cat_mw, std_iac-0_cat_mw, std_iac-0_cat_rer, std_iac-1_cat_rer",,0.80,TRUE,2.0,100,0.05,0.00,2.27,1.08,1000,90,240,260,15.0,12,12,12,65,19.72,2.72,2126162,780,780,42500,63750000,12750000,FALSE,600,60.0,3.70|1.64|0.82|0.30|0.79,The Stadler FLIRT is a family of MUs in service around the world since 2004. This is the EMU classed as BR 745 that is operated by Greater Anglia.,#8A8FA4,Stadler,LDN,UK,Europe,FALSE,London,United Kingdom,DanielD1909,std_iac-1_cat_mw,Commuter
TRUE,BR Class 730,Commuter,AC 25-Grid (GoA1 | CAT | MW),40.2,0.90,1.00,"GoA1, GoA0",catenary,International AC,Standard,"Barcelona Metro, Metro Wide, RER Narrow","std_iac-1_cat_mw, std_iac-0_cat_mw, std_iac-0_cat_rer, std_iac-1_cat_rer",,0.80,TRUE,2.0,125,0.00,0.00,2.27,1.08,2900,90,240,250,15.0,3,9,3,70,24.20,2.77,714812,210,630,42500,63750000,12750000,FALSE,600,60.0,3.70|1.64|0.82|0.30|0.79,The Alstom Aventra is a family of EMUs in service in the UK since 2015. This model is the EMU labeled Class 730 as used by London Northwestern Railway.,#B3FF51,Alstom,"LDN, BHM","UK, UK","Europe, Europe",FALSE,"London, Birmingham (UK)","United Kingdom, United Kingdom",DanielD1909,std_iac-1_cat_mw,Commuter
TRUE,BR Class 444,Commuter,DC 600V (GoA1 | TRA | MW),44.4,0.80,0.80,"GoA1, GoA0",tr-above,Classical DC,Standard,"Metro Wide, RER Narrow","std_cdc-1_tra_rer, std_cdc-1_tra_mw, std_cdc-0_tra_mw",,0.80,TRUE,2.0,125,0.00,0.00,2.27,1.08,2700,90,240,250,15.0,5,10,5,75,23.00,2.80,878349,375,750,50000,63750000,15000000,FALSE,600,60.0,4.35|1.93|0.97|0.30|0.79,The Siemens Desiro UK is a family of DMUs and EMUs in service in the UK and Thailand since 2003. This model is the EMU labeled Class 444 as used by South Western.,#A5151A,Siemens,LDN,UK,Europe,FALSE,London,United Kingdom,DanielD1909,std_cdc-1_tra_mw,Commuter
TRUE,Altéo (PAR),S-Bahn,AC 25-Grid (GoA1 | CAT | RER),33.3,1.15,1.15,"GoA1, GoA0",catenary,"High Voltage DC, International AC",Standard,"RER Narrow, London S Stock, REM","std_hv-0_cat_rer, std_iac-0_cat_rer, std_hv-1_cat_rer, std_iac-1_cat_rer",,1.20,TRUE,4.0,125,0.00,0.00,2.32,1.11,2400,54,240,240,13.0,5,10,5,261,22.00,2.87,2500000,1305,2610,42500,63750000,12750000,TRUE,770,77.0,3.76|1.67|0.84|0.30|0.79,The MI 2N Altéo is a double-decker EMU built by Alstom as part of their X'Trapolis family that has been in service on the French RER's line A since 1997. They were refurbrished from 2019-2021. Cost is an estimate,#E3051C,Alstom,PAR,FR,Western Europe,FALSE,Paris,France,DanielD1909,std_iac-1_cat_rer,S-Bahn
TRUE,MI 09 (PAR),S-Bahn,AC 25-Grid (GoA1 | CAT | RER),33.3,1.00,1.15,"GoA1, GoA0",catenary,"High Voltage DC, International AC",Standard,"RER Narrow, London S Stock, REM","std_hv-0_cat_rer, std_iac-0_cat_rer, std_hv-1_cat_rer, std_iac-1_cat_rer",,1.20,TRUE,4.0,125,0.00,0.00,2.32,1.11,2400,54,240,240,13.0,5,10,5,261,22.00,2.87,3449962,1305,2610,42500,63750000,12750000,FALSE,550,55.0,3.76|1.67|0.84|0.30|0.79,The MI 09 is a double-decker EMU built by Alstom/Bombardier as part of their X'Trapolis family that has been in service on the French RER's Line A since 2011. ,#A80518,Bombardier,PAR,FR,Western Europe,FALSE,Paris,France,DanielD1909,std_iac-1_cat_rer,S-Bahn
TRUE,Regio 2N Paris,S-Bahn,AC 25-Grid (GoA1 | CAT | AAR),44.4,0.78,1.00,"GoA1, GoA0",catenary,"High Voltage DC, International AC",Standard,U.S. Passenger Standard,"std_iac-1_cat_aar, std_iac-0_cat_aar, std_hv-1_cat_aar, std_hv-0_cat_aar",,1.20,TRUE,4.0,175,0.00,0.00,2.52,1.21,4000,54,240,240,13.0,4,8,4,231,28.13,2.99,1869782,924,1848,42500,63750000,12750000,FALSE,550,55.0,4.02|1.79|0.89|0.30|0.82,"The Regio 2N is a family of double-decker EMUs built by Alstom/Bombardier that have been in service since 2013. This variant is the Transilien's Z 57000, which serves lines D, N, and R.",#00A88F,Bombardier,PAR,FR,Western Europe,FALSE,Paris,France,DanielD1909,std_iac-1_cat_aar,S-Bahn
TRUE,Z 58000,S-Bahn,AC 25-Grid (GoA1 | CAT | AAR),38.9,1.18,1.15,"GoA1, GoA0",catenary,"High Voltage DC, International AC",Standard,U.S. Passenger Standard,"std_iac-1_cat_aar, std_iac-0_cat_aar, std_hv-1_cat_aar, std_hv-0_cat_aar",,1.20,TRUE,4.0,75,0.00,0.00,2.52,1.21,1700,54,240,240,13.0,6,12,6,240,18.67,3.00,2557405,1440,2880,42500,63750000,12750000,FALSE,550,55.0,4.02|1.79|0.89|0.30|0.82,The RER Next Generation is a commuter rail double-decker EMU built by Alstom based off their Adessia Max family that entered service in 2023. This is the 6-car variant used on line E.,#C04191,Alstom,PAR,FR,Western Europe,FALSE,Paris,France,DanielD1909,std_iac-1_cat_aar,S-Bahn
TRUE,Éole (PAR),S-Bahn,AC 25-Grid (GoA1 | CAT | AAR),38.9,1.00,1.15,"GoA1, GoA0",catenary,"High Voltage DC, International AC",Standard,"London S Stock, REM, U.S. Passenger Standard","std_iac-1_cat_aar, std_iac-0_cat_aar, std_hv-1_cat_aar, std_hv-0_cat_aar",,1.20,TRUE,4.0,100,0.10,0.00,2.52,1.21,800,54,240,240,13.0,5,10,5,267,22.40,2.90,2500000,1335,2670,42500,63750000,12750000,FALSE,550,55.0,4.02|1.79|0.89|0.30|0.82,The Z 22500 Éole is a commuter rail double-decker EMU built by ANF and Alstom that operates on the RER E Line. It entered service in 1996. Cost is an estimate.,#8E306C,"ANF,Alstom",PAR,FR,Western Europe,FALSE,Paris,France,DanielD1909,std_iac-1_cat_aar,S-Bahn
TRUE,Francilien-8 (PAR),S-Bahn,AC 25-Grid (GoA1 | CAT | AAR),38.9,1.00,1.05,"GoA1, GoA0",catenary,"High Voltage DC, International AC",Standard,"U.S. Passenger Standard, DC Metro","std_iac-1_cat_aar, std_iac-0_cat_aar, std_hv-1_cat_aar, std_hv-0_cat_aar",,1.20,TRUE,4.0,50,0.00,0.00,2.52,1.21,1000,54,240,240,13.0,8,16,8,115,14.06,3.06,1734249,920,1840,42500,63750000,12750000,FALSE,550,55.0,4.02|1.79|0.89|0.30|0.82,"The Z 50000 Francilien is a commuter rail double-decker EMU built by Bombardier that entered service in 2009. This is the 8 car variant seen on Transilien's E, H, K, and P lines.",#8D5E2A,Bombardier,PAR,FR,Western Europe,FALSE,Paris,France,DanielD1909,std_iac-1_cat_aar,S-Bahn
